,Gene,x,y
67998,Gad1,7013,1684
67999,Neurod6,7014,2109
68000,Cck,7014,2074
68001,Crym,7014,2067
68002,Crym,7015,2122
68003,Cadps2,7015,2093
68004,Gad1,7015,2077
68005,Plp1,7015,2053
68006,Scg2,7015,2005
68007,Cadps2,7015,1989
68008,Kit,7015,1940
68009,Cadps2,7015,1920
68010,Nr4a2,7015,1915
68011,Id2,7016,2096
68012,Qrfpr,7016,2051
68013,Kctd12,7016,1990
68014,Enc1,7017,2004
68015,3110035E14Rik,7017,1998
68016,Arpp21,7017,1943
68017,Cck,7017,1784
68018,Lamp5,7018,2093
68019,Gad1,7018,2082
68020,Prkca,7018,1967
68021,Fam19a1,7019,2119
68022,Scg2,7019,2107
68023,Htr3a,7019,2078
68024,3110035E14Rik,7019,2044
68025,Htr3a,7019,1971
68026,Nrn1,7019,1913
68027,Neurod6,7020,2116
68028,Htr3a,7020,2113
68029,Gad1,7020,2100
68030,Serpini1,7020,2089
68031,Gad1,7020,2084
68032,Rasgrf2,7020,2041
68033,Neurod6,7020,2015
68034,Htr3a,7020,1953
68035,Id2,7021,2106
68036,Gad1,7021,2066
68037,Wfs1,7021,2060
68038,Pnoc,7021,2055
68039,Nrn1,7021,2028
68040,Neurod6,7021,1979
68041,Enc1,7021,1907
68042,Neurod6,7022,2111
68043,Crym,7022,1984
68044,Pcp4,7022,1675
68045,Prkca,7023,1995
68046,Enc1,7023,1956
68047,Pde1a,7023,1927
68048,Kctd12,7024,2066
68049,Penk,7024,2040
68050,Neurod6,7024,2027
68051,Prkca,7025,2111
68052,Sema3c,7025,2096
68053,Gad1,7025,2091
68054,Fam19a1,7025,2075
68055,6330403K07Rik,7025,1897
68056,Gad1,7026,2083
68057,Nrn1,7026,2039
68058,Neurod6,7026,1995
68059,Kit,7027,2102
68060,Wfs1,7027,2021
68061,Kit,7028,2085
68062,Gad1,7028,2078
68063,Enc1,7028,2073
68064,Prkca,7028,1924
68065,Arpp21,7028,1919
68066,Wfs1,7029,2067
68067,Pde1a,7029,2013
68068,Nrsn1,7029,1990
68069,Pde1a,7029,1912
68070,Neurod6,7030,2049
68071,Pde1a,7030,1974
68072,Enc1,7031,2103
68073,Neurod6,7031,1934
68074,3110035E14Rik,7031,1806
68075,Gad1,7032,2081
68076,Kit,7032,2077
68077,Snca,7032,2000
68078,Neurod6,7032,1935
68079,Kctd12,7033,2076
68080,Pde1a,7033,2073
68081,Enc1,7033,2059
68082,Neurod6,7033,2008
68083,Tac1,7034,2100
68084,Neurod6,7034,2030
68085,Cadps2,7034,1992
68086,Neurod6,7034,1845
68087,Snca,7035,1936
68088,Gad1,7036,2082
68089,Neurod6,7037,2094
68090,Enc1,7037,2054
68091,Neurod6,7037,2044
68092,Serpini1,7037,2012
68093,Cck,7037,1917
68094,Neurod6,7037,1910
68095,Enc1,7038,2053
68096,Neurod6,7038,1911
68097,Neurod6,7038,1830
68098,Cplx2,7038,1723
68099,Penk,7039,2041
68100,Fam19a1,7039,2021
68101,Penk,7039,2011
68102,Nrsn1,7039,1979
68103,Cplx2,7039,1757
68104,Fam19a1,7040,2048
68105,Neurod6,7040,1998
68106,Adgrl2,7040,1927
68107,Id2,7040,1845
68108,Snca,7040,1821
68109,Kit,7041,2082
68110,Enc1,7041,2069
68111,Aldoc,7041,2031
68112,Cplx2,7041,1726
68113,Gad1,7042,2090
68114,3110035E14Rik,7042,1844
68115,Nrsn1,7042,1763
68116,Cplx2,7042,1727
68117,Prkca,7043,2076
68118,3110035E14Rik,7043,1845
68119,Satb1,7044,2065
68120,Cadps2,7044,2047
68121,Crym,7044,1904
68122,Neurod6,7044,1839
68123,Neurod6,7044,1832
68124,Nrn1,7045,2057
68125,Sulf2,7045,2053
68126,Pde1a,7046,2034
68127,Prkca,7046,2009
68128,Crym,7046,1985
68129,Rgs4,7046,1978
68130,Rgs4,7046,1960
68131,Pde1a,7047,2007
68132,Crym,7047,1985
68133,Rgs4,7047,1851
68134,Nrn1,7048,2068
68135,Arpp21,7048,1994
68136,Nrn1,7049,1972
68137,Cplx2,7049,1684
68138,Pde1a,7051,2078
68139,Pde1a,7051,2050
68140,Prkca,7051,2027
68141,Cadps2,7051,1849
68142,Enc1,7051,1846
68143,Neurod6,7052,2070
68144,3110035E14Rik,7052,2007
68145,Pde1a,7052,1978
68146,Neurod6,7053,2061
68147,Rgs4,7053,2042
68148,Aldoc,7053,1897
68149,Bcl11b,7053,1837
68150,Prkca,7054,2054
68151,Adgrl2,7054,1984
68152,3110035E14Rik,7055,1971
68153,Cadps2,7055,1841
68154,Pde1a,7055,1835
68155,Gad1,7055,1768
68156,Pde1a,7056,2010
68157,Prkca,7057,2059
68158,Neurod6,7057,2034
68159,Neurod6,7057,1978
68160,Cplx2,7057,1798
68161,Col25a1,7058,2041
68162,Aldoc,7058,1964
68163,Enc1,7058,1934
68164,Pde1a,7059,2009
68165,Pde1a,7059,1996
68166,3110035E14Rik,7059,1973
68167,Neurod6,7059,1854
68168,Neurod6,7060,2046
68169,Neurod6,7061,1989
68170,Cck,7061,1870
68171,Pde1a,7061,1834
68172,Snca,7062,2047
68173,Rgs4,7062,1986
68174,Enc1,7062,1851
68175,Neurod6,7062,1842
68176,3110035E14Rik,7062,1822
68177,Rgs4,7063,1830
68178,Cck,7065,1848
68179,Pcp4,7066,2048
68180,Prkca,7066,2036
68181,Pde1a,7066,1837
68182,Neurod6,7068,2051
68183,Prkca,7068,1982
68184,Cplx2,7068,1964
68185,Satb1,7068,1693
68186,Bcl11b,7069,2006
68187,Kctd12,7070,1998
68188,Htr3a,7071,1693
68189,Wfs1,7072,1843
68190,3110035E14Rik,7072,1816
68191,3110035E14Rik,7073,1817
68192,Rgs4,7076,1697
68193,Rgs10,7077,1998
68194,Prkca,7078,2015
68195,Aldoc,7080,1759
68196,Prkca,7081,1943
68197,Neurod6,7083,1972
68198,Id2,7083,1922
68199,Cplx2,7087,1802
68200,Prkca,7090,2006
68201,Slc6a1,7090,1782
68202,Neurod6,7090,1691
68203,Enc1,7091,1947
68204,Aldoc,7093,1774
68205,Aldoc,7095,1807
68206,Nos1,7095,1762
68207,Rorb,7096,1792
68208,Aldoc,7097,1803
68209,3110035E14Rik,7100,1677
68210,Cplx2,7101,1861
68211,Zcchc12,7101,1706
68212,Col25a1,7101,1703
68213,Slc6a1,7103,1791
68214,3110035E14Rik,7103,1685
68215,Pcp4,7104,1739
68216,Reln,7105,1723
68217,Cxcl14,7106,1890
68218,Nrsn1,7106,1883
68219,Cplx2,7107,1978
68220,Cplx2,7107,1773
68221,Sst,7107,1717
68222,3110035E14Rik,7108,1815
68223,Id2,7109,1785
68224,Aldoc,7109,1780
68225,Gad1,7109,1723
68226,Id2,7110,1900
68227,Pcp4,7114,1725
68228,Cplx2,7115,1955
68229,Cxcl14,7115,1902
68230,6330403K07Rik,7118,1689
68231,Slc6a1,7119,1907
68232,Nrsn1,7121,1843
68233,Pvalb,7123,1900
68234,Slc6a1,7124,1914
68235,Aldoc,7124,1906
68236,Crhbp,7126,1677
68237,Cadps2,7128,1889
68238,6330403K07Rik,7128,1854
68239,Satb1,7129,1728
68240,Wfs1,7131,1687
68241,Cplx2,7132,1905
68242,Prkca,7132,1823
68243,Cplx2,7133,1720
68244,Pvalb,7134,1834
68245,Aldoc,7134,1743
68246,Sst,7134,1681
68247,Trp53i11,7135,1692
68248,Pvalb,7135,1684
68249,Cplx2,7139,1727
68250,Slc6a1,7139,1676
68251,Pvalb,7140,1681
68252,Grin3a,7143,1707
68253,Pvalb,7146,1691
68254,Satb1,7147,1905
68255,Cplx2,7147,1881
68256,Plp1,7148,1705
68257,Cplx2,7149,1882
68258,Pvalb,7149,1684
68259,Pvalb,7150,1751
68260,Rgs12,7150,1693
68261,Aldoc,7151,1714
68262,Pvalb,7151,1681
68263,Adgrl2,7154,1685
68264,Pvalb,7156,1675
68265,Rgs4,7157,1849
68266,Pvalb,7157,1695
68267,Cdh13,7160,1680
68268,Id2,7162,1733
68269,Satb1,7162,1715
68270,Pcp4,7164,1818
68271,Gad1,7167,1684
68272,Hapln1,7168,1742
68273,Gad1,7169,1774
68274,Aldoc,7169,1729
68275,Calb1,7174,1743
68276,Satb1,7174,1676
68277,Prkca,7175,1738
68278,Gad1,7175,1684
68279,Enc1,7176,1849
68280,Slc6a1,7179,1715
68281,Gad1,7179,1702
68282,Gad1,7179,1688
68283,Gad1,7179,1680
68284,Satb1,7180,1725
68285,Slc6a1,7181,1737
68286,Serpini1,7182,1714
68287,Calb1,7183,1694
68288,Pcp4,7184,1705
68289,Ndnf,7185,1712
68290,Calb1,7185,1681
68291,Calb1,7186,1682
68292,Rasgrf2,7187,1722
68293,Pcp4,7187,1678
68294,Sst,7189,1719
68295,Gad1,7189,1708
68296,Sst,7190,1722
68297,Pcp4,7191,1737
68298,Sst,7192,1744
68299,Pcp4,7194,1736
68300,Cnr1,7194,1722
68301,Cryab,7195,1794
68302,Cxcl14,7195,1679
68303,Rasgrf2,7196,1743
68304,Cplx2,7196,1721
68305,Gad1,7197,1728
68306,Gad1,7198,1704
68307,Gad1,7199,1733
68308,Gad1,7199,1721
68309,Plp1,7199,1698
68310,Slc6a1,7200,1695
68311,Cadps2,7201,1717
68312,Gad1,7203,1708
68313,Pcp4,7204,1728
68314,Pvalb,7205,1718
68315,Col25a1,7206,1712
68316,Cplx2,7206,1703
68317,Crhbp,7208,1708
68318,Wfs1,7209,1816
68319,Rgs4,7209,1724
68320,Crhbp,7209,1676
68321,Plp1,7212,1792
68322,Plp1,7213,1780
68323,Enpp2,7214,1787
68324,Enpp2,7214,1766
68325,Plp1,7215,1782
68326,Enpp2,7215,1767
68327,Plp1,7216,1790
68328,Plp1,7218,1786
68329,Aldoc,7221,1801
68330,Plp1,7221,1791
68331,Plp1,7222,1789
68332,Plp1,7222,1765
68333,Id2,7222,1747
68334,Pcp4,7222,1731
68335,Pcp4,7222,1729
68336,Plp1,7223,1776
68337,3110035E14Rik,7223,1684
68338,Neurod6,7223,1681
68339,Plp1,7224,1794
68340,Plp1,7225,1783
68341,Plp1,7225,1774
68342,Id2,7227,1756
68343,Gad1,7227,1679
68344,Plp1,7229,1781
68345,Enpp2,7229,1774
68346,Enpp2,7233,1772
68347,Plp1,7234,1783
68348,Rgs4,7238,1775
68349,6330403K07Rik,7241,1767
68350,Satb1,7242,1758
68351,Aldoc,7242,1740
68352,Bcl11b,7244,1674
68353,Aldoc,7245,1751
68354,Grin3a,7249,1703
68355,3110035E14Rik,7250,1679
68356,Col25a1,7254,1678
68357,Neurod6,7255,1701
68358,Rgs4,7259,1696
68359,Cplx2,7260,1707
68360,Nrn1,7263,1719
68361,Neurod6,7263,1713
68362,Cplx2,7264,1723
68363,Nrn1,7264,1718
68364,Cplx2,7265,1732
68365,Id2,7266,1700
68366,Nrsn1,7268,1726
68367,Pcp4,7269,1713
68368,Plp1,7269,1689
68369,Plp1,7270,1687
68370,Serpini1,7271,1702
68371,Pde1a,7272,1711
68372,Cplx2,7277,1708
68373,Cplx2,7278,1709
68374,Reln,6814,1379
68375,Neurod6,6815,1624
68376,Fam19a1,6815,1617
68377,Satb1,6815,1297
68378,Plp1,6816,993
68379,3110035E14Rik,6816,938
68380,Cplx2,6818,1636
68381,Pcp4,6818,1158
68382,Plp1,6818,994
68383,Cryab,6819,1066
68384,Plp1,6819,986
68385,Gad1,6820,1389
68386,Enpp2,6821,1017
68387,Satb1,6821,1011
68388,Plp1,6822,829
68389,Plp1,6822,768
68390,Neurod6,6823,1636
68391,Gad1,6823,1617
68392,Id2,6823,1165
68393,Plp1,6823,1146
68394,Cryab,6823,997
68395,Reln,6824,1623
68396,Cplx2,6824,1431
68397,Sst,6824,1385
68398,Sst,6824,1313
68399,Reln,6824,831
68400,Aldoc,6825,1673
68401,Plp1,6825,1276
68402,Neurod6,6825,1111
68403,Id2,6825,1048
68404,Cryab,6825,830
68405,Sst,6826,1373
68406,Pvalb,6826,1230
68407,Plp1,6827,823
68408,Pcp4,6828,1376
68409,Cryab,6828,817
68410,Sst,6829,1395
68411,Cplx2,6829,1380
68412,Plp1,6829,839
68413,Plp1,6829,829
68414,Nrn1,6830,1379
68415,Plp1,6830,1304
68416,Aldoc,6831,1187
68417,Plp1,6831,841
68418,Cplx2,6832,1417
68419,Nrsn1,6832,1414
68420,Sst,6832,1382
68421,Id2,6832,1361
68422,Plp1,6832,1303
68423,Plp1,6832,830
68424,Aldoc,6833,1358
68425,Plp1,6833,1351
68426,Aldoc,6833,1247
68427,Cryab,6833,833
68428,Pcp4,6834,1398
68429,Ndnf,6834,1389
68430,Enpp2,6834,839
68431,Cplx2,6835,1581
68432,Plp1,6835,1259
68433,Pcp4,6836,1083
68434,Cryab,6836,831
68435,Sst,6837,1391
68436,Adgrl2,6837,1385
68437,Chrm2,6837,1383
68438,Crym,6837,1381
68439,Sst,6838,1395
68440,Sst,6838,1382
68441,Sst,6839,1387
68442,Plp1,6839,835
68443,Sst,6840,1401
68444,Plp1,6840,1142
68445,Enpp2,6840,1017
68446,Plp1,6840,843
68447,Enpp2,6842,1136
68448,Plp1,6842,1018
68449,Sst,6843,1394
68450,Satb1,6843,1379
68451,Plp1,6843,1313
68452,Plp1,6843,1026
68453,Pcp4,6844,1640
68454,Cplx2,6844,1572
68455,Aldoc,6844,1187
68456,Pvalb,6845,1465
68457,Rorb,6845,1402
68458,Cryab,6845,1304
68459,Aldoc,6845,1210
68460,Plp1,6845,1014
68461,Cplx2,6846,1672
68462,Plp1,6846,1060
68463,Plp1,6846,1020
68464,Plp1,6846,1012
68465,Cplx2,6847,1638
68466,Gad1,6847,1395
68467,Cdh13,6847,1391
68468,Cux2,6847,1379
68469,Aldoc,6847,1264
68470,Aldoc,6847,1207
68471,Plp1,6847,1152
68472,Cryab,6847,1122
68473,Prkca,6847,1057
68474,Cplx2,6848,1637
68475,Plp1,6848,1061
68476,Plp1,6848,844
68477,Plp1,6849,1154
68478,Plp1,6849,1130
68479,Fam19a1,6850,1314
68480,Plp1,6850,1150
68481,Enpp2,6850,1147
68482,Plp1,6850,1134
68483,Plp1,6850,1127
68484,Cryab,6850,1045
68485,Rorb,6851,1386
68486,Cryab,6851,1160
68487,Kctd12,6851,1156
68488,Cxcl14,6852,1642
68489,Satb1,6852,1391
68490,Plp1,6852,1244
68491,Enpp2,6852,1128
68492,Plp1,6852,1061
68493,Plp1,6852,1028
68494,Plp1,6852,1017
68495,Plp1,6852,890
68496,3110035E14Rik,6853,1306
68497,Cryab,6853,1051
68498,Plp1,6853,1025
68499,Aldoc,6854,1427
68500,Plp1,6854,1408
68501,Gad1,6854,1378
68502,Sulf2,6854,1332
68503,Neurod6,6854,1137
68504,Aldoc,6854,1019
68505,Cryab,6855,1145
68506,Cryab,6855,1130
68507,Plp1,6855,1052
68508,Plp1,6855,1022
68509,Plp1,6855,896
68510,Plp1,6855,861
68511,3110035E14Rik,6856,1337
68512,Plp1,6856,1321
68513,Plp1,6856,1160
68514,Enpp2,6856,1061
68515,Enpp2,6856,1035
68516,Wfs1,6857,1538
68517,Pcp4,6857,1077
68518,Plp1,6857,1047
68519,Plp1,6857,867
68520,Prkca,6858,1661
68521,Kctd12,6858,1405
68522,Plp1,6858,1194
68523,Plp1,6858,1032
68524,Cryab,6858,946
68525,Enpp2,6858,889
68526,Sst,6859,1370
68527,Plp1,6859,1026
68528,Plp1,6859,900
68529,Plp1,6859,846
68530,3110035E14Rik,6860,1315
68531,Cux2,6860,1038
68532,Plp1,6860,894
68533,Cplx2,6861,1520
68534,Cryab,6861,1285
68535,Plp1,6861,1056
68536,Enpp2,6861,1030
68537,Cadps2,6862,1466
68538,Neurod6,6862,1353
68539,Pcp4,6863,1577
68540,3110035E14Rik,6863,1516
68541,Pde1a,6863,903
68542,Enpp2,6864,1293
68543,Enpp2,6864,1288
68544,Plp1,6864,1188
68545,Cryab,6864,1033
68546,Pde1a,6864,1027
68547,Enpp2,6864,894
68548,Cplx2,6865,1650
68549,Grin3a,6865,1375
68550,Cdh13,6865,1326
68551,Pde1a,6865,948
68552,Arpp21,6866,1658
68553,Plp1,6866,1040
68554,Plp1,6866,898
68555,Enpp2,6866,888
68556,Pde1a,6867,1638
68557,Pvalb,6867,1348
68558,Pcp4,6868,1442
68559,3110035E14Rik,6868,1319
68560,Plp1,6868,902
68561,Aldoc,6869,1635
68562,Satb1,6869,1394
68563,Plp1,6869,1389
68564,Plp1,6869,1172
68565,Cryab,6869,1030
68566,Kctd12,6870,1557
68567,Satb1,6870,1398
68568,Pcp4,6871,1440
68569,3110035E14Rik,6871,1330
68570,Plp1,6871,893
68571,Plp1,6872,1303
68572,Cryab,6872,1217
68573,Plp1,6872,1040
68574,Plp1,6872,892
68575,Id2,6872,813
68576,Slc6a1,6873,1389
68577,Sulf2,6873,1326
68578,Plp1,6873,897
68579,Reln,6874,1382
68580,Cryab,6874,1292
68581,Rgs10,6874,1030
68582,Plp1,6874,949
68583,Enpp2,6875,1046
68584,Prkca,6875,1042
68585,Plp1,6875,902
68586,Enc1,6876,1654
68587,Aldoc,6876,1642
68588,Snca,6876,1381
68589,Plp1,6876,1298
68590,Plp1,6876,1035
68591,Aldoc,6877,1660
68592,Pde1a,6877,1637
68593,Plp1,6877,1031
68594,6330403K07Rik,6878,1582
68595,Cplx2,6878,1394
68596,Gad1,6878,1384
68597,Prkca,6878,1041
68598,Cryab,6878,896
68599,Plp1,6879,1556
68600,Cryab,6879,1330
68601,Id2,6880,1422
68602,Plp1,6880,1036
68603,Plp1,6880,937
68604,Plp1,6880,822
68605,Plp1,6881,1553
68606,Enc1,6881,1219
68607,Plp1,6881,1037
68608,3110035E14Rik,6882,1669
68609,Aldoc,6882,1537
68610,Plp1,6882,949
68611,Enc1,6883,1617
68612,Cplx2,6883,1487
68613,Enpp2,6883,1384
68614,Cxcl14,6883,1306
68615,Plp1,6883,1206
68616,Satb1,6883,1041
68617,Satb1,6884,1576
68618,Cryab,6884,1190
68619,Plp1,6884,1045
68620,Plp1,6884,944
68621,Plp1,6884,822
68622,Sst,6885,1386
68623,Plp1,6885,1331
68624,Plp1,6885,1046
68625,Plp1,6885,1038
68626,Plp1,6885,823
68627,Plp1,6886,1557
68628,Plp1,6886,1553
68629,Cplx2,6886,1510
68630,3110035E14Rik,6886,1430
68631,Cplx2,6886,1421
68632,Cryab,6886,1232
68633,Plp1,6886,1224
68634,Plp1,6886,825
68635,Plp1,6887,1214
68636,Prkca,6887,1042
68637,Plp1,6888,1553
68638,Cplx2,6888,1472
68639,Plp1,6888,1339
68640,Plp1,6888,1219
68641,Plp1,6888,947
68642,Plp1,6888,931
68643,Plp1,6888,925
68644,Nrn1,6889,1499
68645,Cplx2,6889,1443
68646,Plp1,6889,957
68647,Plp1,6889,953
68648,Satb1,6890,1527
68649,Nrn1,6890,1421
68650,Plp1,6890,1336
68651,Reln,6890,1329
68652,Plp1,6890,1239
68653,Plp1,6890,1232
68654,Plp1,6890,934
68655,Cadps2,6891,1451
68656,Plp1,6891,941
68657,Plp1,6891,826
68658,Enpp2,6892,1554
68659,Neurod6,6892,1507
68660,Plp1,6892,1221
68661,Enpp2,6892,960
68662,Cryab,6892,832
68663,Enc1,6893,1639
68664,Aldoc,6893,1517
68665,Plp1,6893,1212
68666,Enpp2,6893,1142
68667,Enpp2,6893,952
68668,Plp1,6894,1551
68669,Enpp2,6894,1546
68670,Plp1,6894,1332
68671,Sulf2,6894,1242
68672,Plp1,6894,1239
68673,Plp1,6894,1043
68674,Cryab,6894,963
68675,Cryab,6895,1550
68676,Plp1,6895,1545
68677,Neurod6,6895,1509
68678,Cplx2,6895,1438
68679,Plp1,6895,1044
68680,Plp1,6895,943
68681,Zcchc12,6896,1627
68682,Nrn1,6896,1504
68683,Plp1,6896,967
68684,Plp1,6896,827
68685,Sst,6897,1393
68686,Plp1,6897,949
68687,Neurod6,6898,1562
68688,Satb1,6898,1433
68689,Plp1,6898,1332
68690,Plp1,6898,953
68691,Rgs4,6899,1506
68692,Nrsn1,6899,1459
68693,Plp1,6899,1224
68694,Plp1,6899,1218
68695,Plp1,6899,1047
68696,Plp1,6900,1545
68697,Pcp4,6900,1490
68698,Neurod6,6900,1477
68699,Plp1,6900,966
68700,Plp1,6900,946
68701,Plp1,6900,942
68702,Plp1,6900,836
68703,Plp1,6901,1541
68704,Cplx2,6901,1510
68705,Neurod6,6901,1498
68706,Id2,6901,1450
68707,Plp1,6901,1217
68708,Fam19a1,6902,1637
68709,Col25a1,6902,1502
68710,Scg2,6902,1453
68711,Plp1,6902,958
68712,Rgs4,6903,1475
68713,Id2,6903,872
68714,Hapln1,6903,868
68715,Serpini1,6904,1484
68716,Sst,6904,1381
68717,Plp1,6904,1045
68718,Plp1,6904,940
68719,Plp1,6904,837
68720,Neurod6,6905,1449
68721,Cryab,6905,878
68722,Pde1a,6906,1498
68723,Snca,6906,1474
68724,Cplx2,6906,1452
68725,Aldoc,6906,1330
68726,Cryab,6906,989
68727,Cryab,6906,971
68728,Id2,6906,872
68729,Id2,6907,1569
68730,Enc1,6907,1489
68731,Enpp2,6907,956
68732,Plp1,6907,952
68733,Scg2,6908,1635
68734,Col25a1,6909,1506
68735,Satb1,6909,1255
68736,Plp1,6909,1178
68737,Plp1,6909,969
68738,Plp1,6909,957
68739,Plp1,6909,906
68740,Rgs4,6910,1635
68741,Pcp4,6910,1447
68742,Id2,6910,867
68743,Nrsn1,6911,1338
68744,Nrn1,6912,1500
68745,Id2,6913,1496
68746,Plp1,6913,974
68747,Plp1,6913,960
68748,Plp1,6913,905
68749,Rorb,6914,1582
68750,Pcp4,6914,1514
68751,Plp1,6914,973
68752,Id2,6915,1632
68753,Sulf2,6915,1455
68754,Cxcl14,6915,1443
68755,Cplx2,6915,1339
68756,Satb1,6916,1459
68757,Cplx2,6916,1338
68758,Aldoc,6916,982
68759,Plp1,6916,959
68760,Cplx2,6917,1488
68761,Cplx2,6917,1454
68762,Plp1,6917,1226
68763,Plp1,6917,973
68764,Col25a1,6918,1489
68765,Id2,6918,1481
68766,Id2,6918,1466
68767,Cplx2,6918,1453
68768,Id2,6918,1445
68769,Neurod6,6919,1458
68770,Cplx2,6919,1451
68771,Pcp4,6919,1439
68772,Plp1,6919,1251
68773,Plp1,6919,1228
68774,Plp1,6919,955
68775,Cplx2,6920,1469
68776,Plp1,6920,1230
68777,6330403K07Rik,6921,1504
68778,Pcp4,6921,1493
68779,Plp1,6921,967
68780,Plp1,6921,867
68781,Thsd7a,6923,981
68782,Plp1,6923,945
68783,Plp1,6924,972
68784,Aldoc,6925,1008
68785,Plp1,6926,1163
68786,Sulf2,6928,1514
68787,Enc1,6928,1485
68788,Plp1,6928,980
68789,Cxcl14,6929,1385
68790,Plp1,6929,991
68791,Plp1,6930,985
68792,Slc6a1,6930,881
68793,Enc1,6931,1617
68794,Htr3a,6931,882
68795,Neurod6,6933,1169
68796,Enpp2,6933,980
68797,Plp1,6934,1163
68798,Plp1,6934,994
68799,Enpp2,6934,983
68800,Cryab,6935,1159
68801,Cryab,6935,986
68802,Cplx2,6936,1490
68803,Neurod6,6937,1541
68804,Nrsn1,6937,1512
68805,Nrn1,6937,1492
68806,Pcp4,6937,1479
68807,Plp1,6937,1016
68808,Plp1,6939,1260
68809,Pvalb,6941,1397
68810,Trp53i11,6941,1168
68811,Plp1,6941,996
68812,Id2,6941,983
68813,Pvrl3,6943,1519
68814,Sst,6943,1511
68815,Reln,6943,1493
68816,Crym,6943,1488
68817,Bcl11b,6945,1506
68818,Pcp4,6946,1514
68819,Cryab,6946,1498
68820,Crhbp,6947,1531
68821,Nov,6947,1489
68822,Pcp4,6947,1482
68823,Gad1,6948,1541
68824,Cdh13,6948,1519
68825,Trp53i11,6949,1166
68826,6330403K07Rik,6949,1024
68827,Sst,6950,1537
68828,Nos1,6950,1520
68829,Cplx2,6950,1472
68830,Aldoc,6950,1291
68831,Aldoc,6951,1523
68832,Arpp21,6953,1562
68833,Gad1,6953,1535
68834,Sst,6953,1510
68835,Cplx2,6953,1295
68836,Sst,6954,1532
68837,Sst,6954,1509
68838,Cplx2,6954,1471
68839,Slc6a1,6955,1502
68840,Sst,6956,1498
68841,Plp1,6956,1011
68842,Pcp4,6957,1552
68843,Crym,6957,1536
68844,Sst,6957,1532
68845,Cdh13,6957,1530
68846,Cxcl14,6958,1495
68847,Cryab,6958,1014
68848,Cplx2,6959,1507
68849,Enpp2,6959,1018
68850,Sst,6960,1540
68851,Sst,6960,1533
68852,Plp1,6960,933
68853,Sst,6961,1542
68854,Cplx2,6961,1426
68855,Rgs4,6962,1621
68856,Pcp4,6962,1483
68857,Ndnf,6963,1530
68858,Crym,6963,1527
68859,Cplx2,6964,1580
68860,Serpini1,6964,1510
68861,Enc1,6964,1504
68862,Sst,6964,1496
68863,Pcp4,6964,1465
68864,6330403K07Rik,6964,1362
68865,Crhbp,6965,1529
68866,Crym,6965,1527
68867,Rorb,6965,1505
68868,Cryab,6965,1037
68869,Sst,6966,1497
68870,Cdh13,6967,1515
68871,Pcp4,6967,1470
68872,Sst,6968,1502
68873,Cadps2,6970,1636
68874,Rorb,6970,1529
68875,Reln,6970,1513
68876,Pcp4,6970,1478
68877,Crym,6971,1525
68878,Sst,6971,1505
68879,Sst,6971,1492
68880,Pcp4,6972,1569
68881,Reln,6972,1504
68882,Nrsn1,6972,1500
68883,Nrsn1,6973,1563
68884,Sst,6973,1521
68885,Reln,6973,1503
68886,Pcp4,6974,1547
68887,Synpr,6974,1535
68888,Nrsn1,6974,1488
68889,Nrsn1,6974,1465
68890,Rorb,6974,1361
68891,Sst,6975,1497
68892,Plp1,6975,965
68893,Cnr1,6977,1602
68894,Cdh13,6977,1526
68895,Cnr1,6978,1601
68896,Cdh13,6978,1529
68897,Gad1,6978,1510
68898,Sst,6978,1503
68899,Enc1,6979,1527
68900,Sst,6979,1498
68901,Cplx2,6979,1462
68902,Neurod6,6979,1401
68903,3110035E14Rik,6979,1219
68904,Plp1,6979,1188
68905,Nrsn1,6980,1427
68906,Cplx2,6981,1381
68907,Enpp2,6981,919
68908,Sst,6982,1516
68909,Cplx2,6982,1380
68910,Aldoc,6982,1359
68911,Plp1,6982,961
68912,Enpp2,6982,916
68913,Zcchc12,6983,1519
68914,Cadps2,6983,1457
68915,Nrsn1,6984,1410
68916,Cplx2,6985,1504
68917,Cdh13,6985,1498
68918,Plp1,6985,929
68919,Id2,6986,1253
68920,Cryab,6986,967
68921,Plp1,6986,961
68922,Cplx2,6987,1612
68923,Id2,6987,1605
68924,Pvalb,6987,1492
68925,Plp1,6987,912
68926,Crhbp,6988,1524
68927,Trp53i11,6988,1506
68928,Plp1,6989,965
68929,Plp1,6989,926
68930,Rasgrf2,6990,1503
68931,3110035E14Rik,6990,1093
68932,3110035E14Rik,6990,1088
68933,Cplx2,6991,1606
68934,Pcp4,6991,1599
68935,3110035E14Rik,6991,1095
68936,Aldoc,6991,1036
68937,Cryab,6991,934
68938,Cryab,6991,924
68939,Cplx2,6992,1639
68940,3110035E14Rik,6992,1096
68941,Plp1,6992,964
68942,Plp1,6992,960
68943,Enpp2,6992,955
68944,Pvalb,6993,1646
68945,Pcp4,6993,1584
68946,Sst,6993,1518
68947,Pvalb,6993,1490
68948,Plp1,6993,1135
68949,Plp1,6993,1127
68950,Enpp2,6993,956
68951,Plp1,6993,927
68952,Plp1,6993,922
68953,Cplx2,6994,1601
68954,Pcp4,6994,1556
68955,Sst,6994,1513
68956,Plp1,6994,1136
68957,3110035E14Rik,6994,1087
68958,Cryab,6994,969
68959,Sst,6995,1525
68960,Plp1,6995,1138
68961,Plp1,6995,1125
68962,3110035E14Rik,6996,1215
68963,Plp1,6996,967
68964,Plp1,6996,921
68965,Pvalb,6997,1638
