Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
40	99.0	399.0	['Cryab', 'Enpp2', 'Htr3a', 'Npy', 'Plp1']	[1.041561878163592, 0.9815843369900179, 0.018797885532281122, 0.8785772058668143, 4.236373810470818]	['Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'Vsmc', 'Zero']	[0.0012683612348385746, 0.0014781195041968704, 0.00830944867921373, 0.5502910008920617, 0.0010796653303579615, 0.03483789187183747, 0.003410147676073145, 0.012467030499713604, 0.13721885831438496, 0.24434934714470985, 0.0013389534999396204, 0.0028657057551079515]
41	101.0	1511.0	['3110035E14Rik', '6330403K07Rik', 'Enpp2', 'Pcp4', 'Plp1', 'Prkca']	[0.9934062948831072, 0.986660175530653, 0.08763706830467861, 0.9771982084015711, 0.9237968439115847, 0.9928710076069226]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.5', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.012089993062241894, 0.0023599572959950997, 0.005391894701057274, 0.0019626979167944396, 0.025372499280969553, 0.0016179022477399822, 0.0012191102362259102, 0.010652089864986112, 0.01773109165017977, 0.004426782025709948, 0.025348955627625385, 0.02783504488708774, 0.0010310444083694464, 0.0161964460948722, 0.001134337995335457, 0.012635455991928923, 0.8287888704557564]
42	101.0	1402.0	['3110035E14Rik', 'Arpp21', 'Cplx2', 'Id2', 'Plp1', 'Sst']	[0.9902544490266576, 0.9941378282692761, 0.06394401397061877, 0.002374959237129471, 3.6986265888924392, 0.9942481253087454]	['Astro.1', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.1', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.001550568243247866, 0.0010811566430605334, 0.004669896480098631, 0.0045327502551296, 0.05638343728697509, 0.6150248383282458, 0.006856799199487317, 0.004588545916645025, 0.00650586998177873, 0.0013339675855740419, 0.018334122257264857, 0.21824292106811607, 0.001160155316900796, 0.005122311320520931, 0.05242640930869083]
43	103.0	272.0	['6330403K07Rik', 'Cryab', 'Enpp2', 'Id2', 'Npy', 'Pcp4', 'Plp1']	[0.015093260768297038, 4.911958601885663, 2.9938612613743785, 0.0437073294156329, 0.6151527711004318, 0.0025864572356841323, 15.208103128964488]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.2141113637746693, 0.10780979349318215, 0.16696000456269802, 0.44450578617171105, 0.0665518004938269]
44	107.0	334.0	['Cryab', 'Enpp2', 'Pcp4', 'Plp1', 'Prkca', 'Tac1']	[0.9987586054620164, 1.9928525535259258, 0.003325081255459725, 12.86794084917336, 0.9905353590077762, 0.018840461884317608]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.045682309983075264, 0.1017455670103811, 0.020265459957913894, 0.06516260274074803, 0.36471070249526977, 0.40243334015711835]
45	108.0	1466.0	['Cryab', 'Enpp2', 'Id2', 'Plp1', 'Pvalb', 'Reln']	[1.9971803059598427, 4.790804464309464, 0.021194814349809438, 16.006639331561498, 0.0020210386887301486, 0.9921447246305045]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.43586830401057436, 0.0994763235877009, 0.11118035854265315, 0.31857118885188873, 0.03472059783865284]
46	110.0	984.0	['3110035E14Rik', 'Cryab', 'Npy', 'Pcp4', 'Plp1', 'Snca', 'Trp53i11']	[1.5746638537464022, 1.9689192173859924, 0.9935444869666681, 0.06891767239786849, 7.999073901007758, 0.19566902201964953, 0.1678876870640402]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.06816911470676132, 0.02084867093549454, 0.0013889743107308981, 0.004408031790015909, 0.04789910172829882, 0.857280712987236]
47	112.0	818.0	['Cryab', 'Enpp2', 'Id2', 'Plp1']	[1.9328677237262786, 2.98578217484342, 2.980931037219249, 17.742194370789257]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.001882168607486403, 0.21035891030135814, 0.08153147410963914, 0.07807935971186072, 0.42831223617910635, 0.1998358510903007]
48	115.0	22.0	['Cxcl14', 'Pcp4']	[0.99087496665295, 0.9897915686964236]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0060588269882924295, 0.0027638418088078427, 0.0014393756739743322, 0.0012267997011543904, 0.004283886958829017, 0.004038979612905046, 0.005181776591033165, 0.00812271847713402, 0.01063762175983849, 0.00625367057872964, 0.9472156615352431]
49	116.0	752.0	['Cryab', 'Sst', 'Sulf2', 'Wfs1']	[0.7253885304318983, 0.0011894819907732079, 0.9945869911138558, 1.9891338904563616]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.0016975684588794808, 0.0015069667265054573, 0.0028249935917709274, 0.009251970806881003, 0.004934363727942703, 0.010017773840353468, 0.008703517705209088, 0.002597086528134397, 0.009488927883519923, 0.9462851852871323]
